name,address,location,type,tel,cost,rating,opentime_today,opentime_week,tag
鹿港美·台湾菜(珠江路金鹰店),珠江路金鹰中心北馆4楼,"118.784549,32.051301",餐饮服务;中餐厅;中餐厅|生活服务;生活服务场所;生活服务场所,025-86531957,93,4.5,10:00-21:00,周一至周日 10:00-21:00,三杯鸡
潘家韩国料理(南阴阳营小区北区店),上海路南阴阳营22号1单元101室月星餐厅旁边,"118.773848,32.055657",餐饮服务;外国餐厅;外国餐厅,13675111994;13913836531,60,4.5,10:00-21:00,周一至周日 10:00-21:00,"韩国料理,泡菜"
南京沉香鸭馆(汉口西路店),汉口西路1号,"118.773660,32.054823",餐饮服务;中餐厅;中餐厅,15365270887,,4.3,,,
麻辣盛艳(金鹰天地店),珠江路1号金鹰天地负1层,"118.784591,32.051280",餐饮服务;中餐厅;四川菜(川菜)|餐饮服务;休闲餐饮场所;休闲餐饮场所,025-87715513,52,4.6,10:00-21:00,周一至周日 10:00-21:00,"土豆条,鸡翅膀,精选厚五花肉,莴笋,藕片,金针菇,鸡脆骨,掌中宝,炝拌鲜腐竹,鱿鱼,红薯条,年糕,牛蛙,牛肉,海带,麻辣香锅"
老马牛肉面(上海路店),上海路154号4幢106室,"118.774398,32.056953",餐饮服务;中餐厅;清真菜馆,025-83245638;18651804612,11,4.5,09:00-23:00,周一至周日 09:00-23:00,"炒刀削,红烧牛肉炒拉面,葱花大饼,新疆大盘鸡,葱油饼,青菜牛肉饭,番茄鸡蛋盖浇面,土豆牛肉盖浇面,凉拌羊肉,红烧鸡块饭,番茄鸡蛋饭,牛肉泡馍,孜然牛肉饭,鸡蛋炒拉面,羊排凉面,拉面,红烧牛肉,炒刀削面,牛肉面,大盘鸡,牛肉"
呆头鱼·无刺酸菜鱼(珠江路金鹰店),同仁西街与同仁街交叉口西南80米珠江路金鹰负二层,"118.784568,32.051220",餐饮服务;快餐厅;快餐厅,17351777583,,4,09:00-22:00,周一至周日 09:00-22:00,"无刺酸菜鱼,酸汤肥牛,招牌酸菜鱼,招牌牛蛙,红烧牛蛙,鲜美美蛙,酸菜鱼"
老娘舅(金鹰购物中心店),珠江路1号金鹰天地北馆负一楼老娘舅,"118.784785,32.051474",餐饮服务;快餐厅;快餐厅,025-88816127,27,4.2,10:00-20:30,周一至周日 10:00-20:30,"橙汁,茶树菇老鸭,江南红烧鱼,鱼肉狮子头,冰镇黄桃,水蒸蛋千张包,蜜汁鸡翅,杨梅汁,梅干菜扣肉,炖蛋,鱼饭,红烧鱼,蒸蛋,工作餐"
月星餐厅酸菜鱼(宁海路店)海洋酸菜鱼,宁海路南阴阳营22号(靠近上海路路口),"118.773740,32.055629",餐饮服务;中餐厅;中餐厅,13512547639,30,4.5,10:00-21:00,周一至周日 10:00-21:00,酸菜鱼
大鼓米线(金鹰购物中心店),珠江路1号金鹰北馆B2层,"118.784718,32.051339",餐饮服务;中餐厅;中餐厅,,,4,,,
和府捞面(金鹰北馆店),新街口街道珠江路1号金鹰珠江路店B1层AB1-00056,"118.784629,32.051212",餐饮服务;快餐厅;快餐厅,15651968350;18852012010,50,4.3,10:00-22:00,周一至周日 10:00-22:00,"香肠,酸汤肥牛"
鱼酷活力烤鱼(金鹰购物中心店),珠江路1号金鹰天地购物中心3层T302商铺,"118.784561,32.051136",餐饮服务;中餐厅;四川菜(川菜)|餐饮服务;中餐厅;海鲜酒楼|餐饮服务;休闲餐饮场所;休闲餐饮场所,025-88816067,83,4.6,10:00-21:00,周一至周日 10:00-21:00,烤鱼
新白鹿(珠江路金鹰店),珠江路1号金鹰国际购物中心北馆4楼,"118.784569,32.051130",餐饮服务;中餐厅;中餐厅,025-88816989,76,4.7,10:30-14:00 16:30-21:00,"周一至周日 10:30-14:00,16:30-21:00","很脆的松露豆腐,一品开背虾,酱烤活鲈鱼,秘制烤肉,冰淇淋烤布雷,蒜蓉粉丝扇贝,蛋黄鸡翅,鲈鱼,鸡翅"
袁记云饺(南京市鼓楼区上海路店),汉口西路2-2号,"118.773546,32.054839",餐饮服务;中餐厅;特色/地方风味餐厅,13955472952;18251849364,38,4.2,07:00-19:00,周一至周日 07:00-19:00,"云吞,堂食"
煲仔皇(珠江路金鹰店),珠江路1号珠江路金鹰AB2层FB209号,"118.784788,32.051360",餐饮服务;餐饮相关场所;餐饮相关,17312141908,35,4.1,09:30-21:00,周一至周日 09:30-21:00,"小酥肉,腊味四宝煲仔饭,老鸭炖盅,煲仔皇,腊味皇煲煲仔饭,香菇滑鸡煲仔饭,腊肠滑鸡煲仔饭,煲仔饭"
匠二家,汉口西路3-8(桂花鸭旁边巷子往里10米),"118.773501,32.054539",餐饮服务;外国餐厅;日本料理,15751838299;18551661642,,4.1,08:00-20:00,周一至周日 08:00-20:00,
同堂韩国料理(汉口西路),汉口西路6-2号袁记云饺旁边巷子如家酒店对面韩国料理寿司烤肉石锅拌饭火锅炒菜烤串汤饼冷面炸酱面韩式炸鸡,"118.773517,32.054800",餐饮服务;外国餐厅;韩国料理,025-83303836;025-83323589;13770510688,47,4.6,10:00-22:00,周一至周日 10:00-22:00,"韩国料理,拌饭,年糕,石锅拌饭,部队火锅,烤肉,炸鸡"
井格重庆火锅(南京珠江路金鹰店),珠江路1号金鹰北馆F3层,"118.784726,32.051252",餐饮服务;中餐厅;火锅店,025-88816580,,4.4,10:00-22:00,周一至周日 10:00-22:00,重庆火锅
三娃西安特色面馆(吉兆花园店),吉兆营吉兆花园8栋109室(吉兆营清真寺对面),"118.785468,32.052324",餐饮服务;中餐厅;特色/地方风味餐厅,13770327304,12,4.3,07:15-21:00,周一至周日 07:15-21:00,"肉夹馍纯瘦,凉皮,岐山臊子面,油泼扯面,羊肉泡馍,腊汁肉夹馍,鸡蛋凉面,肉夹馍肥瘦,杂酱肉沫拌,三鲜炒面,鸡蛋炒面,西安拉条子,羊肉汤,五香羊肉面,杂酱凉面"
台式烩饭(金银街小区店),上海路158号1栋2单元,"118.774736,32.057582",餐饮服务;中餐厅;台湾菜,025-83308211,17,4.4,09:00-22:00,周一至周日 09:00-22:00,
老街大肉面(南阴阳营小区南区店),南阴阳营1号103室(云南路地铁站2号口步行430米),"118.773606,32.055539",餐饮服务;中餐厅;中餐厅,15150539831,20,4.5,07:00-19:30,周一至周日 07:00-19:30,"大肉面,红烧肉"
北京烤鸭,南秀大厦北门旁,"118.773471,32.054819",餐饮服务;餐饮相关场所;餐饮相关,18061250263,106,4.3,08:00-22:00,周一至周日 08:00-22:00,北京烤鸭
丹枫雨露(广州路店),广州路5号(珠江路地铁站1号口步行200米),"118.782808,32.049751",餐饮服务;中餐厅;中餐厅|生活服务;美容美发店;美容美发店,025-86679002,114,4.2,10:30-23:30,周一至周日 10:30-23:30,
POETS泰狮(金鹰北馆店),珠江路1号金鹰北馆105室,"118.784695,32.051106",餐饮服务;外国餐厅;泰国/越南菜品餐厅,025-88802430,129,4.9,10:30-22:30,周一至周日 10:30-22:30,"泰式奶茶,虾仁,鲍鱼,鱿鱼,鸡肉,大虾,烤串,牛肉,鸡肉串,冬阴功汤,菠萝炒饭,油条,蟹肉,炒饭,拌饭"
老乡鸡(金鹰购物中心店),珠江路金鹰天地负一楼(珠江路地铁站4号口旁),"118.784320,32.050730",餐饮服务;餐饮相关场所;餐饮相关,4007661777,18,4.4,10:00-21:30,周一至周日 10:00-21:30,"农家小炒肉,肥西老母鸡汤,葱油鸡,梅菜扣肉,西红柿炒鸡蛋,老母鸡汤"
米斯特比萨(金鹰北馆店),金鹰北馆(珠江路地铁站3号口步行130米),"118.784899,32.051337",餐饮服务;快餐厅;快餐厅,025-86556923,,3.9,10:00-22:00,周一至周日 10:00-22:00,披萨
芾·西贡越南餐厅(金鹰南馆店),珠江路1号金鹰国际购物中心南馆5楼,"118.784542,32.050899",餐饮服务;外国餐厅;西餐厅(综合风味),025-85208521;18724011515,72,4.3,10:00-21:30,周一至周日 10:00-21:30,"香芋糯米糕,火车头河粉,小吃拼盘,香茅焗鲈鱼,香茅鸡翅,下龙湾甘蔗虾,芒果米糕,鲜椰菠萝炒饭,越式蒸肠粉,虾仁青木瓜丝,酸辣海鲜河粉,炸春卷,香茅鸡腿,榴莲糯米糕,椰汁咖喱鸡,糯米糕,鸡腿,菠萝炒饭"
老地方(南京鼓楼区),上海路160号金银街(云南路地铁站2号口步行150米),"118.774575,32.057598",餐饮服务;中餐厅;中餐厅,025-86636278;13016960248,40,4.4,10:30-21:00,周一至周日 10:30-21:00,酸菜鱼
南京宝莱纳啤酒花园,广州路123号苏宁环球大厦斜对面,"118.775359,32.050370",餐饮服务;外国餐厅;西餐厅(综合风味),025-83117188;025-83233999,115,4.5,11:00-02:30,周一至周日 11:00-02:30,"慕尼黑黑啤,香肠拼盘,啤酒,德式烤猪肘,英式炸鱼配薯条,土豆泥,黄啤加雪碧,白啤加雪碧,德国猪手,烤牛排,烤鸡翅膀,白黄黑啤酒,洋葱圈,意式肉酱面,牛角面包,精酿啤酒,香肠,猪肘"
港师傅·菠萝包(金银街店),上海路金银街1-1号(云南路地铁站2号口步行170米),"118.774663,32.057780",餐饮服务;餐饮相关场所;餐饮相关,13910617685,,4.3,12:00-21:00,周一至周日 12:00-21:00,菠萝包
杰克地方西餐厅(上海路店),上海路160号(云南路地铁站2号口步行160米),"118.774482,32.057584",餐饮服务;外国餐厅;西餐厅(综合风味),025-83323616;13645197350,70,4.3,10:30-24:00,周一至周日 10:30-24:00,"香烤鸡翅,奶油蘑菇汤,切片,越南红心火龙果切,意大利海鲜汤,上海8424无籽西瓜,卡布拉那,日式咖喱牛肉饭,扒火腿芝士三明治,泰国芒果,日式咖喱鸡饭,咖喱猪排饭,菲律宾凤梨,优质红富士,2个,埃及甜橙,奶油芝士汁,意式蔬菜汤,玛格丽塔披萨（12寸）,日式牛肉饭,新奇士橙,美国大红提,1斤,越南白心火龙果切,蒜蓉面包,肉眼牛排,玛格丽塔披萨（9寸）,香蕉,5根,海鲜汁,日式猪排饭,松子香草汁,培根奶酪土豆,越南白心火龙果,1个,越南红心火龙果,优质雪梨,意面"
京和风食堂·锅物串烧定食(珠江路金鹰店),珠江路金鹰购物中心负一层AB1-00059商铺,"118.784619,32.050758",餐饮服务;快餐厅;快餐厅,13851803592;18014842625,53,4.3,10:00-21:30,周一至周日 10:00-21:30,"牛肉,寿喜锅"
皆道拌麻辣烫(吉兆花园店),吉兆花园9一3号(珠江路地铁站3号口步行210米),"118.785811,32.052454",餐饮服务;快餐厅;快餐厅,13770330520;15722927830,31,4.1,24小时营业,周一至周日 00:00-24:00,"麻辣烫,麻辣拌"
七侍SEVENTOR(金鹰北馆店),金鹰北馆(珠江路地铁站4号口步行140米),"118.785036,32.051204",餐饮服务;中餐厅;中餐厅,025-88816976,,4.7,11:00-22:00,周一至周日 11:00-22:00,"寿喜锅,鱿鱼,豆腐,三文鱼,雪媚娘,猪排饭,猪排,牛肉,鱼子酱,鹅肝,甜筒,牛肉丸"
东北水饺五谷渔粉,新街口街道丹凤街尖角营4室103室,"118.785943,32.055983",餐饮服务;中餐厅;中餐厅,13644543886;15802421577,21,4.5,11:00-22:00,周一至周日 11:00-22:00,锅包肉
小杨砂锅,唱经楼西街59号(珠江路地铁站3号口步行420米),"118.786166,32.053630",餐饮服务;中餐厅;中餐厅,19941985747,,4.4,,,"芋圆,炸酱面"
杨记面馆(丹凤店),丹凤街唱经楼西街59号,"118.786182,32.053679",餐饮服务;中餐厅;中餐厅,13951870298;18652926978,20,4.5,07:30-19:30,周一至周日 07:30-19:30,
鸡鸣汤包(汉口西路店),汉口西路22号一楼苏果超市西侧,"118.773208,32.054830",餐饮服务;中餐厅;中餐厅,025-57714551;13337707303;13901592602,21,4.8,06:30-21:00,周一至周日 06:30-21:00,"鸡汁汤包,蟹黄汤包,鸡汤馄饨,金牌鸭血粉丝汤,菊叶汤包,桂花糖芋苗,赤豆小元宵,鸡肫鸡丝面/米线,肉包,糖芋苗,大肉包,汤包,鸭血粉丝汤,豆沙包"
光头鸡(尖角营店),丹凤街尖角营4号(鼓楼地铁站1号口步行490米),"118.785958,32.056049",餐饮服务;餐饮相关场所;餐饮相关,13584009610,83,4.1,11:00-03:00,周一至周日 11:00-03:00,
紫滇源云南生态菜(丹凤街店),唱经楼西街59号103室,"118.786205,32.053553",餐饮服务;中餐厅;云贵菜,025-86461717,73,4.5,11:00-14:00 16:30-21:00,"周一至周日 11:00-14:00,16:30-21:00 2025-01-28至2025-01-28 全天关闭","柠檬手撕鸡,香茅草烤罗非鱼,老奶洋芋,菠萝饭,酸腌菜炒肉,小锅米线,烤猪皮,鸡丝凉米线,酸木瓜炒牛肉,豌豆粉米线,傣家竹筒饭,烤牛舌,火烤五花肉,茉莉花炒鸡蛋,酸腌菜炒洋芋,手抓饭,小炒黄牛肉,牛肉"
紫菜馄饨(唱经楼西店),唱经楼西59号(珠江路地铁站3号口步行470米),"118.786250,32.053618",餐饮服务;中餐厅;中餐厅,13584097758,8,4.1,05:30-13:48,周一至周日 05:30-13:48,
泰姬玛哈印度料理(上海路店),上海路187-1号(云南路地铁站2号口步行390米),"118.773471,32.056300",餐饮服务;外国餐厅;印度风味,,84,4.2,10:30-22:30,周一至周日 10:30-22:30,
紫燕百味鸡(上海路店),汉口西路22号上海路农贸市场内卤菜熟食4-6号,"118.773087,32.054873",餐饮服务;中餐厅;中餐厅,13350754178,35,4.5,08:00-18:30,周一至周日 08:00-18:30,"藤椒鸡,夫妻肺片,百味鸡"
陇上秦轩(金鹰购物中心店),珠江路1号金鹰国际购物中心(珠江路店)南馆B1层,"118.784747,32.050676",餐饮服务;中餐厅;中餐厅,18020125987,,4.2,,,
滕家大院,湖南路街道北京西路12号,"118.776641,32.059392",体育休闲服务;休闲场所;休闲场所,,,4.3,09:00-14:00 16:00-22:00,"周一至周日 09:00-14:00,16:00-22:00",
徐家酥烧饼,唱经楼西街59号(珠江路地铁站3号口步行480米),"118.786316,32.053608",餐饮服务;快餐厅;快餐厅,13057695865,4,3.9,06:30-18:00,周一至周日 06:30-18:00,酥烧饼
靖小馆·大馄饨(上海路店),上海路209号1幢101室,"118.774093,32.057439",餐饮服务;中餐厅;中餐厅,17372952282,32,4.4,10:00-21:00,周一至周日 10:00-21:00,"大馄饨,卤鸡爪"
卢记小馆(南阴阳营小区南区店),南阴阳营3号(云南路地铁站2号口步行470米),"118.773142,32.055491",餐饮服务;中餐厅;湖南菜(湘菜),13915963324;15996237531,45,4.3,11:30-13:30 17:30-21:30,"周一至周日 11:30-13:30,17:30-21:30","酸菜鸡,京酱肉丝,酸菜鱼,鸡肉"
阿爸饭桌(上海路店),上海路209号南楼102,"118.774045,32.057420",餐饮服务;外国餐厅;韩国料理,17372759220;18001580302,,4.6,11:00-13:30 17:00-20:30,周一至周日 11:00-13:30，17:00-20:30,"部队锅,鱿鱼,炸酱面"
披萨大叔,宁海路街道汉口西路22号上海路菜场53号,"118.772985,32.055066",餐饮服务;快餐厅;快餐厅,15365114090;18012979506,47,4.8,11:00-22:00,周一至周日 11:00-22:00,"奶酪蘑菇披萨,独家秘制蒜椒披萨,全是果肉榴莲披萨,罗勒通心粉,克诺斯顿披萨,双料榴莲披萨,水果色拉,意面,披萨,奶酪"
土菜馆(恒基中心公寓店),丹凤街33-2号(金润发停车场),"118.786472,32.054874",餐饮服务;中餐厅;中餐厅,025-66923177;025-83210176;13770569441,39,3.9,10:00-23:00,周一至周日 10:00-23:00,干锅牛蛙
烧鸟舅舅(丹凤街店),唱经楼西街1-13号,"118.786425,32.053434",餐饮服务;餐饮相关场所;餐饮相关,15190498770,,4.5,11:30-13:30 17:30-22:00,"周一至周日 11:30-13:30,17:30-22:00",烧鸟
大宝麻辣烫(丹凤街店),丹凤街39号(近金润发),"118.786470,32.055103",餐饮服务;中餐厅;特色/地方风味餐厅,13914765137;18851141181,16,4.1,10:00-23:00,周一至周日 10:00-23:00,麻辣烫
老七家牛肉锅贴店(湾牛肉锅贴店),丹凤街金润发旁33-8,"118.786517,32.054829",餐饮服务;中餐厅;中餐厅,025-66634720;13913827994,10,4,06:30-21:00,周一至周日 06:30-21:00,"锅贴,牛肉锅贴"
老新隆李氏牛肉锅贴(及及广场店),珠江路2-4号及及广场-07,"118.784294,32.050083",餐饮服务;餐饮相关场所;餐饮相关,,,4.3,,,牛肉锅贴
自选王壹号大食堂,珠江路唱经楼28号(珠江路地铁站3号口步行490米),"118.786487,32.053597",餐饮服务;餐饮相关场所;餐饮相关,17749552341,24,4.4,05:30-20:30,周一至周日 05:30-20:30,韩式料理
觅洞炭火烤肉酒肆(及及广场店),珠江路2号及及广场2层(金鹰对面),"118.784353,32.050121",餐饮服务;餐饮相关场所;餐饮相关,13813949851,95,4.5,11:00-14:00 16:30-22:00,"周一至周日 11:00-14:00,16:30-22:00","双味烤肠,甄选全牛拼盘,秘制肥牛,原切牛仔骨,牛肋条,雪花牛霖肉,炭火烤肉,烤肉,牛肉"
苏客(恒基中心公寓店),丹凤街25号金润发(珠江路地铁站3号口步行490米),"118.786559,32.054241",餐饮服务;中餐厅;中餐厅,025-86515917;17302540132,17,4.2,07:00-21:00,周一至周日 07:00-21:00,"外婆菜,西红柿炒蛋,年糕排骨,三杯鸡"
二十道风味(金润发购物中心店),丹凤街与薛家巷交叉口西北100米,"118.786550,32.054858",餐饮服务;餐饮相关场所;餐饮相关,15380842668;18114925605,69,4.1,10:30-22:30,周一至周日 10:30-22:30,
哈尔滨水饺(吉兆花园店),唱经楼西街7号吉兆花园,"118.786129,32.052312",餐饮服务;中餐厅;中餐厅,15380423789;15805163633,,4.4,09:00-23:00,周一至周日 09:00-23:00,
源制源味融合菜(唱经楼小区店),唱经楼1-11号,"118.786486,32.053414",餐饮服务;中餐厅;中餐厅,13770559191;13815895202,69,4.7,09:00-22:00,周一至周日 09:00-22:00,融合菜
古南都饭店调和元年(广州路店),广州路208号一楼,"118.773934,32.051218",餐饮服务;中餐厅;中餐厅,15335189195;15335189207;15335189318,66,4.5,11:00-19:30,周一至周日 11:00-19:30,"泡菜鸭掌,宫保鸡丁,辣子凤节骨,鱼香肉丝,泰式咖喱虾,麻婆豆腐,酸汤鱼片,鼓汁排骨,藤椒猪手,黄焖牛掌,伴汤牛首,牛肉馄饨,豆沙包"
港师傅菠萝包(丹凤街店),唱经楼西街7号105室,"118.786495,32.053366",餐饮服务;餐饮相关场所;餐饮相关,13924213827,,4.2,07:30-21:00,周一至周日 07:30-21:00,菠萝包
三顾冒菜(珠江路店),唱经楼28号,"118.786550,32.053538",餐饮服务;快餐厅;快餐厅,17712885757,29,4.4,09:30-21:30,周一至周日 09:30-21:30,
晚自习高烤(南京总店),鼓楼街5号104室(鼓楼地铁站6号口步行260米),"118.780882,32.060163",餐饮服务;餐饮相关场所;餐饮相关,15380403815,,4.4,10:00-04:00,周一至周日 10:00-04:00,
粥世佳(吉兆花园店),丹凤街吉兆花园4号105,"118.786207,32.052334",餐饮服务;餐饮相关场所;餐饮相关,15651713184;18795964166,,4,05:00-21:00,周一至周日 05:00-21:00,
和善园(华阳大厦店),南师大附中鼓楼街5-1号,"118.780798,32.060189",餐饮服务;餐饮相关场所;餐饮相关,15996492013;18260091984;18715029773,21,4,06:00-19:00,周一至周五 06:00-19:00；周六至周日 06:00-19:00,"玫瑰豆沙包,紫薯包,三鲜菜包,玫瑰豆豆沙包,鲜肉大包,青团,牛肉,肉包,菜包,豆沙包,梅干菜"
鱼你在一起(恒基中心公寓店),丹凤街29号大润发一层,"118.786668,32.054497",餐饮服务;餐饮相关场所;餐饮相关,13770909712,,4.2,09:00-21:00,周一至周日 09:00-21:00,
円满烧肉(唱经楼小区店),唱经楼西街1-10(派出所对面),"118.786561,32.053309",餐饮服务;外国餐厅;日本料理,025-83197877,,4.4,11:00-02:00,周一至周日 11:00-02:00,"丼饭,鳗鱼,鳗鱼饭,烧肉,金枪鱼,牛肉,烤肉"
旺四海渣渣牛肉(南京店),鼓楼二条巷7号楼101室,"118.780494,32.060252",餐饮服务;中餐厅;中餐厅,,,4.5,11:00-21:30,周一至周日 11:00-21:30,
凤鸣小厨(恒基公寓店),唱经楼西街28号,"118.786603,32.053458",餐饮服务;中餐厅;综合酒楼,025-82229379;15995660923,60,4.6,09:00-24:00,周一至周日 09:00-24:00,
红杏酒家(鼓楼·荔枝广场店),北京东路4号荔枝广场5层,"118.785570,32.057595",餐饮服务;中餐厅;中餐厅,025-58818333,140,4.7,11:00-14:30 17:00-21:30,"周一至周日 11:00-14:30,17:00-21:30","红杏鸡,精品毛血旺,鸡丝凉面,美味蕨根粉,沙拉酱凉拌冰草,鳝段粉丝,烤乳鸽,蒜香石锅牛蛙,米耙,酸汤江团,三味雪花牛,担担面,脆皮豆腐,霸王蟹,蒜香牛仔骨,回锅肉,虾球,牛蛙,麻婆豆腐,羊肉,毛血旺,牛肉,拌面,水煮肉片,鸡皮,鸡肉,夫妻肺片,豆汤饭,辣子鸡"
老娘舅(鼓楼·荔枝广场店),北京东路4号荔枝广场3楼,"118.785479,32.057722",餐饮服务;中餐厅;中餐厅,025-84728018;18751282973,36,4.1,10:00-21:00,周一至周日 10:00-21:00,"杨梅汁,蜜汁鸡翅,梅干菜扣肉,炖蛋,橙汁,茶树菇老鸭,江南红烧鱼,鱼肉狮子头,冰镇黄桃,水蒸蛋千张包,红烧鱼,蒸蛋,辣子鸡,工作餐,鱼香肉丝"
夏记小馆(鼓楼·荔枝广场店),北京东路4号鼓楼·荔枝广场F3层,"118.785641,32.057512",餐饮服务;餐饮相关场所;餐饮相关,,105,4.2,10:00-21:00,周一至周日 10:00-21:00,
元满烧鸟居酒屋,唱经楼西街3-7号唱经楼小区,"118.786605,32.053287",餐饮服务;外国餐厅;日本料理,,,4.2,,,"居酒屋,烧鸟"
肯德基(学府店),丹凤街39号金润发购物中心1层,"118.786736,32.054263",餐饮服务;快餐厅;肯德基,025-83222982;4008823823;4009200715,44,4.8,10:00-23:00,周一至周日 10:00-23:00,"KFC老北京鸡肉卷,肯大大鸡排,黄金鸡块,蔬菜沙拉,香辣鸡翅,小食拼盘,玉米沙拉,红豆派,KFC香辣（劲脆）鸡腿堡,鸡米花,现磨咖啡,吮指原味鸡,新奥尔良烤鸡腿堡,薯条,葡式蛋挞,KFC芋缘花淇淋,芋缘花淇淋,海苔岩烧大鸡腿饭,醇香土豆泥,可乐,伴柠伴桔鲜果茶,土豆泥,老北京鸡肉卷"
蟹员外蟹黄面(珠江路店),珠江路2号中山大厦一楼,"118.784643,32.050124",餐饮服务;中餐厅;中餐厅,13655160908;17312238797,52,4.8,08:00-22:00,周一至周日 08:00-22:00,"蟹黄汤包,蟹粉,拌面,蟹黄面,蟹黄,蟹肉,捞饭"
天一料理(鼓楼·荔枝广场店),北京东路4号荔枝广场F2层,"118.785480,32.057792",餐饮服务;外国餐厅;日本料理,13222436623;18652959595,50,4.3,10:00-21:00,周一至周日 10:00-21:00,"咖喱牛肉饭,蟹子手卷,脆皮香蕉,甜虾寿司,北极贝寿司,天妇罗手卷,牛油果手卷,回锅肉饭,寿司拼盘,海老寿司,鳗鱼手卷,三文鱼寿司,鳗鱼寿司,三文鱼手卷,鹅肝寿司,金枪鱼寿司,咖喱猪排,海草沙律,料理"
三猫黑鱼花(南大店),珠江路2-4号及及广场二楼,"118.784423,32.049947",餐饮服务;中餐厅;中餐厅,18021537138,93,4.8,10:30-14:00 17:00-21:00,周一至周日 10:30-14:00，17:00-21:00,"黑鱼,糍粑,蒜泥白肉,小酥肉,宽粉,包浆豆腐,藤椒鱼,花甲,冰粉,酸菜鱼,牛肉,炸土豆"
御料亭(鼓楼·荔枝广场店),北京东路四号荔枝广场4楼(江苏卫视旁),"118.785493,32.057789",餐饮服务;外国餐厅;日本料理,025-85896077;15366166557,140,4.5,10:00-23:00,周一至周日 10:00-23:00,"李公主卷,三文鱼刺身,酱烤牛舌,牛肉寿喜锅,豚骨拉面定食,三文鱼大腩,烤整鱿鱼,烤鳗鱼饭,串烧拼盘八本,樱花卷,酱烤鳗鱼,波子汽水,亲子饭,土豆色拉,烤和牛,豚骨拉面,炸豆腐,三文鱼,寿喜锅,刺身"
小肥羊回转火锅(鼓楼·荔枝广场店),北京东路4号鼓楼·荔枝广场F2层,"118.785877,32.057266",餐饮服务;中餐厅;火锅店,,,3.8,10:00-21:00,周一至周日 10:00-21:00,回转火锅
月星餐厅,北京西路10号1幢3单元,"118.776570,32.059725",餐饮服务;中餐厅;海鲜酒楼,13776602480,38,4.6,10:00-21:30,周一至周日 10:00-21:30,酸菜鱼
古南都遂心遂意自助餐厅,广州路208号古南都饭店1层(近五台山体育中心),"118.773450,32.051618",餐饮服务;外国餐厅;西餐厅(综合风味),,114,4,06:00-22:00,周一至周日 06:00-22:00,"三文鱼,羊排,冰淇淋,牛排,甜点,寿司,刺身,蜗牛,布朗尼,奶酪布丁,麻辣烫,布丁,法式生蚝,羊切骨,鸡翅,自助餐"
叶新鸭血粉丝汤(及及广场店),及及广场(珠江路地铁站4号口步行130米),"118.784658,32.050108",餐饮服务;中餐厅;中餐厅,18951877070,,4.1,24小时营业,周一至周日 00:00-24:00,鸭血粉丝汤
桂皖小吃,同仁西街16-6号(珠江路地铁站3号口步行220米),"118.785951,32.051560",餐饮服务;餐饮相关场所;餐饮相关,15380843252,,4.5,10:00-21:00,周一至周日 10:00-21:00,
茶悦笼蟹黄汤包(南京珠江路店),中山大厦及及广场一楼(珠江路地铁站4号口步行140米),"118.784689,32.050120",餐饮服务;餐饮相关场所;餐饮相关,025-88816959,31,4.6,07:00-22:00,周一至周日 07:00-22:00,"三丁包,早茶,蟹黄汤包"
古南都饭店·民食國粹,广州路208号,"118.773529,32.051454",餐饮服务;中餐厅;江苏菜,025-86622941,23,4.1,10:00-14:00 17:00-21:30,周一至周日 10:00-14:00，17:00-21:30,"红花鳕鱼天鹅蛋,樱花蛋饼香煎饺,糕点,咸黄油香煎龙虾,新派马蹄杏菇夹,鸡纵菌酿虾胶翡翠雪花牛,甜点心,美极浸双椒,排骨,点心,铁板豆渣嫩牛蛙,荠菜野生江回鱼,鳕鱼,蛋饼,荠菜,黄油,马蹄"
小渝快毛血旺(鼓楼·荔枝广场店),荔枝广场二楼(鼓楼地铁站1号口步行360米),"118.785905,32.057287",购物服务;购物相关场所;购物相关场所,15162142074,,3.8,10:30-21:00,周一至周日 10:30-21:00,毛血旺
乐百丽比萨(鼓楼·荔枝广场店),北京东路4号荔枝广场1楼汉堡王旁边,"118.785632,32.057673",餐饮服务;快餐厅;快餐厅,15380827045,56,3.9,09:30-22:00,周一至周日 09:30-22:00,"金枕榴莲,奥尔良鸡翅,沙拉,德国猪手,咖喱鸡翅,牛油果大虾,土豆牛肉披萨,猫山王榴莲披萨,新奥尔良烤翅,金枕榴莲披萨,牛油果奶霜,龙虾披萨,香芒熏鸡,番石榴汁,D24榴莲披萨,榴莲披萨,披萨"
夜上海(荔枝广场店),北京东路4号荔枝广场F10层,"118.785538,32.057798",餐饮服务;中餐厅;中餐厅,025-57019797;025-57029797;15810187891,123,4.7,11:00-14:00 17:00-21:00,"周一至周日 11:00-14:00,17:00-21:00","上海红烧肉,上海生煎包,香炸小鹿排,金牌手撕鸽,红烧大巴鱼,焖锅牛腩,老卤面,舌尖上的一把手,鲍鱼捞饭,盐水乳鸽,金陵盐水鸭,干锅包菜,干烧辽参,吊烧鸡,冬笋虾饺"
